Gender,Age,Annual Income (k$),Spending Score (1-100)
0,0.6346153846153847,0.2462845010615711,0.5
1,0.980769230769231,0.2462845010615711,0.4591836734693877
0,0.17307692307692313,0.26326963906581735,0.510204081632653
1,0.6730769230769232,0.26326963906581735,0.4591836734693877
1,1.0,0.26326963906581735,0.5612244897959183
1,0.019230769230769273,0.26326963906581735,0.5510204081632653
0,0.9423076923076924,0.2717622080679405,0.520408163265306
0,0.6923076923076924,0.2717622080679405,0.5918367346938775
1,0.8653846153846155,0.28025477707006374,0.510204081632653
1,0.0,0.28025477707006374,0.5918367346938775
0,0.48076923076923084,0.28025477707006374,0.5
0,0.9615384615384616,0.28025477707006374,0.47959183673469385
1,0.019230769230769273,0.28025477707006374,0.5918367346938775
0,0.2692307692307693,0.28025477707006374,0.4693877551020408
1,1.0,0.2887473460721869,0.5510204081632653
0,0.5576923076923077,0.2887473460721869,0.4183673469387755
0,0.8076923076923078,0.29723991507431,0.48979591836734687
0,0.8076923076923078,0.29723991507431,0.5612244897959183
1,0.7884615384615384,0.3312101910828026,0.4693877551020408
1,0.15384615384615385,0.3312101910828026,0.5408163265306122
0,0.5192307692307693,0.3312101910828026,0.5306122448979591
1,0.42307692307692313,0.3312101910828026,0.47959183673469385
0,0.0961538461538462,0.3312101910828026,0.520408163265306
0,0.5961538461538463,0.3312101910828026,0.4183673469387755
1,0.7500000000000001,0.3312101910828026,0.510204081632653
1,0.3846153846153847,0.3312101910828026,0.5510204081632653
1,0.9423076923076924,0.3312101910828026,0.4081632653061224
0,0.5384615384615385,0.3312101910828026,0.43877551020408156
0,0.05769230769230771,0.3312101910828026,0.5714285714285714
1,0.576923076923077,0.3312101910828026,0.4591836734693877
0,0.7115384615384616,0.356687898089172,0.5816326530612245
0,0.07692307692307698,0.356687898089172,0.5510204081632653
0,0.3076923076923077,0.36518046709129515,0.6020408163265305
0,0.6153846153846154,0.36518046709129515,0.4591836734693877
0,0.9615384615384616,0.3736730360934183,0.5510204081632653
1,0.0,0.3736730360934183,0.4081632653061224
1,0.576923076923077,0.3821656050955414,0.48979591836734687
0,0.42307692307692313,0.3821656050955414,0.39795918367346933
0,0.2692307692307693,0.3821656050955414,0.4183673469387755
1,0.11538461538461542,0.3821656050955414,0.520408163265306
0,0.5576923076923077,0.3821656050955414,0.4693877551020408
0,0.17307692307692313,0.3821656050955414,0.5
1,0.576923076923077,0.39065817409766457,0.4183673469387755
1,0.03846153846153849,0.39065817409766457,0.48979591836734687
0,0.0961538461538462,0.3991507430997877,0.4081632653061224
0,0.5961538461538463,0.3991507430997877,0.47959183673469385
1,0.9423076923076924,0.3991507430997877,0.5918367346938775
1,0.15384615384615385,0.3991507430997877,0.5510204081632653
1,0.5961538461538463,0.3991507430997877,0.5612244897959183
0,0.05769230769230771,0.3991507430997877,0.4183673469387755
0,0.9230769230769232,0.40764331210191085,0.5
1,0.6923076923076924,0.40764331210191085,0.4591836734693877
1,0.9615384615384616,0.40764331210191085,0.42857142857142855
1,0.9230769230769232,0.40764331210191085,0.47959183673469385
1,0.9038461538461539,0.40764331210191085,0.520408163265306
0,0.019230769230769273,0.40764331210191085,0.5408163265306122
0,0.3846153846153847,0.416135881104034,0.4183673469387755
1,0.019230769230769273,0.416135881104034,0.4591836734693877
0,0.0,0.42462845010615713,0.47959183673469385
0,0.019230769230769273,0.42462845010615713,0.5
0,0.8653846153846155,0.42462845010615713,0.42857142857142855
0,0.5961538461538463,0.42462845010615713,0.5918367346938775
0,0.6346153846153847,0.4416135881104034,0.42857142857142855
0,0.6153846153846154,0.4416135881104034,0.5714285714285714
1,0.17307692307692313,0.4416135881104034,0.5612244897959183
0,0.3846153846153847,0.4416135881104034,0.39795918367346933
0,0.42307692307692313,0.4585987261146497,0.5816326530612245
1,0.40384615384615385,0.4585987261146497,0.9183673469387754
0,0.0961538461538462,0.46709129511677283,0.2857142857142857
0,0.25,0.46709129511677283,0.7755102040816326
1,0.48076923076923084,0.47558386411889597,0.346938775510204
1,0.42307692307692313,0.47558386411889597,0.9591836734693877
1,0.7884615384615384,0.47558386411889597,0.1020408163265306
1,0.3846153846153847,0.47558386411889597,0.7551020408163265
1,0.5576923076923077,0.47558386411889597,0.08163265306122448
1,0.40384615384615385,0.47558386411889597,0.7551020408163265
0,0.13461538461538464,0.4840764331210191,0.336734693877551
0,0.25,0.4840764331210191,0.7142857142857142
1,0.03846153846153849,0.49256900212314225,0.04081632653061224
0,0.21153846153846156,0.49256900212314225,0.8877551020408162
0,0.5000000000000001,0.49256900212314225,0.061224489795918366
1,0.2692307692307693,0.49256900212314225,0.7346938775510203
1,0.019230769230769273,0.5010615711252654,0.09183673469387754
0,0.326923076923077,0.5010615711252654,0.7244897959183673
0,0.7500000000000001,0.5095541401273885,0.04081632653061224
1,0.2692307692307693,0.5095541401273885,0.9387755102040816
0,0.1923076923076924,0.5180467091295117,0.39795918367346933
0,0.2692307692307693,0.5180467091295117,0.8775510204081631
1,0.13461538461538464,0.5265392781316348,0.11224489795918367
1,0.1923076923076924,0.5265392781316348,0.9795918367346937
1,0.576923076923077,0.5265392781316348,0.3571428571428571
0,0.2692307692307693,0.5265392781316348,0.7448979591836734
0,0.3076923076923077,0.535031847133758,0.21428571428571425
1,0.3076923076923077,0.535031847133758,0.9081632653061223
1,0.48076923076923084,0.535031847133758,0.16326530612244897
1,0.40384615384615385,0.535031847133758,0.8877551020408162
0,0.5000000000000001,0.535031847133758,0.19387755102040813
0,0.3846153846153847,0.535031847133758,0.7653061224489796
0,0.5576923076923077,0.535031847133758,0.1530612244897959
0,0.17307692307692313,0.535031847133758,0.8979591836734693
1,0.3653846153846154,0.535031847133758,0.0
0,0.23076923076923084,0.535031847133758,0.7857142857142856
1,0.3076923076923077,0.535031847133758,0.0
0,0.23076923076923084,0.535031847133758,0.7346938775510203
0,0.730769230769231,0.5435244161358811,0.346938775510204
0,0.21153846153846156,0.5435244161358811,0.836734693877551
1,0.019230769230769273,0.5605095541401274,0.04081632653061224
0,0.25,0.5605095541401274,0.9387755102040816
1,0.6153846153846154,0.5944798301486199,0.2551020408163265
0,0.34615384615384615,0.5944798301486199,0.7551020408163265
1,0.46153846153846156,0.6029723991507431,0.19387755102040813
0,0.28846153846153855,0.6029723991507431,0.9591836734693877
0,0.34615384615384615,0.6114649681528662,0.26530612244897955
1,0.2692307692307693,0.6114649681528662,0.6326530612244897
1,0.42307692307692313,0.6114649681528662,0.12244897959183672
1,0.1923076923076924,0.6114649681528662,0.7551020408163265
1,0.34615384615384615,0.6114649681528662,0.09183673469387754
1,0.34615384615384615,0.6114649681528662,0.9285714285714285
0,0.6538461538461539,0.6199575371549894,0.12244897959183672
0,0.23076923076923084,0.6199575371549894,0.8673469387755102
1,0.7692307692307693,0.6199575371549894,0.14285714285714282
1,0.17307692307692313,0.6199575371549894,0.693877551020408
1,0.7884615384615384,0.6624203821656051,0.13265306122448978
1,0.326923076923077,0.6624203821656051,0.9081632653061223
0,0.3653846153846154,0.6963906581740977,0.31632653061224486
0,0.2692307692307693,0.6963906581740977,0.8673469387755102
1,0.5384615384615385,0.7048832271762209,0.14285714285714282
0,0.21153846153846156,0.7048832271762209,0.8877551020408162
0,0.4423076923076924,0.713375796178344,0.38775510204081626
1,0.23076923076923084,0.713375796178344,0.9795918367346937
0,0.6923076923076924,0.7303609341825903,0.2346938775510204
1,0.1923076923076924,0.7303609341825903,0.6836734693877551
0,0.4423076923076924,0.7473460721868366,0.16326530612244897
0,0.34615384615384615,0.7473460721868366,0.8571428571428571
0,0.3076923076923077,0.7473460721868366,0.22448979591836732
0,0.2692307692307693,0.7473460721868366,0.693877551020408
1,0.28846153846153855,0.832271762208068,0.07142857142857142
0,0.3846153846153847,0.832271762208068,0.9183673469387754
0,0.5576923076923077,0.89171974522293,0.1530612244897959
0,0.326923076923077,0.89171974522293,0.7959183673469387
0,0.5192307692307693,0.9426751592356688,0.2755102040816326
1,0.2692307692307693,0.9426751592356688,0.7448979591836734
1,0.2692307692307693,1.0,0.173469387755102
1,0.23076923076923084,1.0,0.836734693877551
